applicants,applicants_cleaned_type,applicants_organisations,applicants_original,inventors_cleaned,inventors_original,ipc_class,ipc_codes,ipc_names,ipc_original,ipc_subclass_codes,ipc_subclass_detail,ipc_subclass_names,priority_country_code,priority_country_code_names,priority_data_original,priority_date,publication_country_code,publication_country_name,publication_date,publication_date_original,publication_day,publication_month,publication_number,publication_number_espacenet_links,pubyear,title_cleaned,title_nlp_cleaned,title_nlp_multiword_phrases,title_nlp_raw,title_original
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Gordon Noel Phillip; Kirmse Andrew Robert; Laforge Seth Michael; Ma Stephen; Norris James Christopher; Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup; Taylor Bret Steven",Rasmussen Jens Eilstrup;Rasmussen Lars Eilstrup;Taylor Bret Steven;Norris James Christopher;Ma Stephen;Kirmse Andrew Robert;Gordon Noel Phillip;Laforge Seth Michael,G01: Measuring; G06: Computing; G09: Educating,G01C 21/28; G01C 21/30; G01C 21/32; G01C 21/34; G01C 21/36; G06F 17/30; G09B 29/10; G09G 5/00,"G01C 21/28: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments; G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G01C 21/32: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching -> Structuring or formatting of map data; G01C 21/34: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance; G01C 21/36: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance -> Input/output arrangements for on-board computers; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids; G09G 5/00: Control arrangements or circuits for visual indicators common to cathode-ray tube indicators and other visual indicators",G01C 21/30;G09G 5/00;G01C 21/28;G01C 21/32;G01C 21/34;G01C 21/36;G06F 17/30;G06F 17/30;G09B 29/10;G09B 29/10,G01C; G06F; G09B; G09G,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances; G09G: Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams; G09G: Educating; Cryptography; Display; Advertising; Seals -> Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information",NA,NA,NA,NA,US,United States of America,0013-08-10,13.08.2010,13,8,US20100201707,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010201707,2010,Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,Digital mapping system
Google Inc,Corporate,Google Inc,GOOGLE INC.,Trivi Jean-Michel,Trivi Jean-Michel,H04: Electric Communication Technique,H04M 3/42,H04M 3/42: Automatic or semi-automatic exchanges -> Systems providing special services or facilities to subscribers,H04M 3/42,H04M,H04M: Telephonic Communication,H04M: Electric Communication Technique -> Telephonic Communication,NA,NA,NA,NA,US,United States of America,0020-01-12,20.01.2012,20,1,US20120015639,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2012015639,2012,Telephone Call Classification Utilizing A Social Network Graph,Social Network Graph; telephone Call Classification,Social Network Graph; telephone Call Classification,Social Network Graph; telephone Call Classification,Telephone call classification utilizing a social network graph
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;RECHIS, Leland;JENSON, Scott;SHACHAM, Yael","Jenson, Scott; Rechis, Leland; Shacham, Yael","RECHIS, LELAND;JENSON, SCOTT;SHACHAM, YAEL",G06: Computing; H04: Electric Communication Technique,G06F 17/30; H04B 7/26,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; H04B 7/26: Radio transmission systems, i.e. using radiation field -> for communication between two or more posts -> at least one of which is mobile",H04B 7/26;G06F 17/30,G06F; H04B,G06F: Electric Digital Data Processing; H04B: Transmission,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; H04B: Electric Communication Technique -> Transmission,US,United States of America,"11/624,184 17.01.2007 US",17.01.2007,WO,Patent Co-operation Treaty,0025-07-08,25.07.2008,25,7,WO2008089359,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2008089359,2008,Location In Search Queries,Locating; Search Query,Search Query,Location; Search Queries,LOCATION IN SEARCH QUERIES
Google Inc,Corporate; People,Google Inc,"GOOGLE, INC.;RASMUSSEN, Lars, Eilstrup;RASMUSSEN, Jens, Eilstrup","Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup","RASMUSSEN, Lars, Eilstrup;RASMUSSEN, Jens, Eilstrup",G01: Measuring,G01C 21/30,G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching,G01C 21/30,G01C,"G01C: Measuring Distances, Levels Or Bearings","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry",US,United States of America,"60/555,501 23.03.2004 US, 60/567,946 03.05.2004 US",03.05.2004; 23.03.2004,WO,Patent Co-operation Treaty,0004-11-05,04.11.2005,4,11,WO2005104039,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2005104039,2005,A Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,A DIGITAL MAPPING SYSTEM
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bliss, Adam; Chu, Michael; Crady, Mark; Jenson, Scott; Mavinkurve, Sanjay; Morrison, Jerry; Sacks, Joshua J",Bliss Adam;Crady Mark;Chu Michael;Jenson Scott;Mavinkurve Sanjay;Sacks Joshua J.;Morrison Jerry,G01: Measuring; G08: Signalling,G01C 21/30; G08G 1/123,"G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G08G 1/123: Traffic control systems for road vehicles -> indicating the position of vehicles, e.g. scheduled vehicles",G01C 21/30;G08G 1/123,G01C; G08G,"G01C: Measuring Distances, Levels Or Bearings; G08G: Traffic Control Systems","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G08G: Signalling -> Traffic Control Systems",NA,NA,NA,NA,US,United States of America,0003-08-07,03.08.2007,3,8,US20070176796,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2007176796,2007,Mapping In Mobile Devices,Map; Mobile Device,Mobile Device,Mapping; Mobile Devices,Mapping in mobile devices
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bliss, Adam; Chu, Michael; Crady, Mark; Jenson, Scott; Mavinkurve, Sanjay; Morrison, Jerry; Sacks, Joshua J",Bliss Adam;Crady Mark;Chu Michael;Jenson Scott;Mavinkurve Sanjay;Sacks Joshua J.;Morrison Jerry,G06: Computing,G06F 17/00; G06F 7/00,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 7/00;G06F 17/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0025-05-07,25.05.2007,25,5,US20070118520,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2007118520,2007,Local Search And Mapping For Mobile Devices,local Search; Map; Mobile Device,local Search; Mobile Device,local Search; Mapping; Mobile Devices,LOCAL SEARCH AND MAPPING FOR MOBILE DEVICES
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06Q 30/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307326,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307326,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06Q 30/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307325,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307325,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06F 3/048; G06Q 30/00,"G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00;G06F 3/048,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307322,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307322,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; Hsiao Sissie Ling-Ie; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit",G06: Computing,G06F 17/30; G06Q 30/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00;G06F 17/30,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307330,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307330,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06F 17/30; G06F 3/048; G06Q 30/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06F 3/048;G06Q 30/00;G06F 17/30,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307509,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307509,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06Q 30/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0009-12-11,09.12.2011,9,12,US20110302025,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011302025,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao Sissie Ling-Ie; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","Hsiao Sissie Ling-Ie;Cai Chao;Ewald Eric W.;Tangney Cameron M.;Walker, II Robert A.;Tulsi Japjit;Lei Ming;He Zhimin",G06: Computing,G06Q 30/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0016-12-11,16.12.2011,16,12,US20110307324,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011307324,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,"GOOGLE, INC.","Baluja, Shumeet","BALUJA, SHUMEET",A63: Sports; G06: Computing,A63F 13/00; G06Q 30/02,"A63F 13/00: Aspects of games using an electronically generated display having two or more dimensions, e.g. on a television screen, showing representations related to the game; G06Q 30/02: Commerce, e.g. shopping or e-commerce -> Marketing, e.g. market research and analysis, surveying, promotions, advertising, buyer profiling, customer management or rewards; Price estimation or determination",G06Q 30/02;A63F 13/00,A63F; G06Q,"A63F: Card, Board, Or Roulette Games; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","A63F: Sports; Games; Amusements -> Card, Board, Or Roulette Games; Indoor Games Using Small Moving Playing Bodies; Games Not Otherwise Provided For; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",US,United States of America,"11/239,662 2005-09-29T23:59:59.000Z US",2005-09-29T23:59:59.000Z,CA,Canada,0013-04-07,13.04.2007,13,4,CA2624126,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2624126,2007,Using Information From User Video Game Interactions To Target Advertisements,Advertiser; Information; User Video Game Interactions,User Video Game Interactions,Advertisements; Information; User Video Game Interactions,USING INFORMATION FROM USER VIDEO GAME INTERACTIONS TO TARGET ADVERTISEMENTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,NA,NA,G06: Computing,G06F 17/30; G06F 17/40; G06T 19/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 17/40: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Data acquisition and logging; G06T 19/00: Manipulating 3D models or images for computer graphics",G06F 17/30;G06T 19/00;G06F 17/40,G06F; G06T,"G06F: Electric Digital Data Processing; G06T: Image Data Processing Or Generation, In General","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06T: Computing; Calculating; Counting -> Image Data Processing Or Generation, In General",US,United States of America,"12/977,267 2010-12-23T23:59:59.000Z US",2010-12-23T23:59:59.000Z,CA,Canada,0029-06-12,29.06.2012,29,6,CA2823859,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2823859,2012,Augmentation Of Place Ranking Using 3D Model Activity In An Area,3D Model Activity; Area; augmentation; Place Ranking,3D Model Activity; Place Ranking,3D Model Activity; Area; augmentation; Place Ranking,AUGMENTATION OF PLACE RANKING USING 3D MODEL ACTIVITY IN AN AREA
Google Inc,Corporate,Google Inc,GOOGLE INC,Ashbridge Michael; Charaniya Amin Pyarali; Jones Michael Timothy; Mcclendon Brian,JONES MICHAEL TIMOTHY;MCCLENDON BRIAN;CHARANIYA AMIN PYARALI;ASHBRIDGE MICHAEL,G06: Computing,G06F 17/00; G06F 17/30,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"2006040480 2006-10-12T23:59:59.000Z US, 54868906 2006-10-11T23:59:59.000Z US, 72650505 2005-10-12T23:59:59.000Z US",2005-10-12T23:59:59.000Z; 2006-10-11T23:59:59.000Z; 2006-10-12T23:59:59.000Z,EP,European Patent Office,0014-08-08,14.08.2008,14,8,EP1955211,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=EP1955211,2008,Entity Display Priority In A Distributed Geographic Information System,Distributed Geographic Information System; entity Display Priority,Distributed Geographic Information System; entity Display Priority,Distributed Geographic Information System; entity Display Priority,ENTITY DISPLAY PRIORITY IN A DISTRIBUTED GEOGRAPHIC INFORMATION SYSTEM
